code,pnns_groups_1,pnns_groups_2,countries_en,countriesgroups
3.27E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Legumes,Spain,SouthEU
3.27E+12,Fish Meat Eggs,Fish and seafood,Spain,SouthEU
3.27E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Legumes,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
3.27E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.27E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Cereals,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Breakfast cereals,France,FrBeNeLux
3.27E+12,Alcoholic beverages,Alcoholic beverages,France,FrBeNeLux
3.27E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.27E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.27E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.27E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.27E+12,Fat and sauces,Fats,France,FrBeNeLux
3.27E+12,Beverages,Sweetened beverages,France,FrBeNeLux
3.27E+12,Beverages,Sweetened beverages,France,FrBeNeLux
3.27E+12,Beverages,Sweetened beverages,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.27E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.27E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.27E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.27E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.27E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.27E+12,Composite foods,Sandwich,France,FrBeNeLux
3.27E+12,Cereals and potatoes,Legumes,France,FrBeNeLux
3.27E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.27E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.27E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.27E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.27E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.27E+12,Milk and dairy products,Dairy desserts,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.27E+12,Fat and sauces,Fats,France,FrBeNeLux
3.27E+12,Fat and sauces,Fats,France,FrBeNeLux
3.27E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.27E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.27E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.27E+12,Beverages,Non-sugared beverages,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.27E+12,Sugary snacks,Sweets,France,FrBeNeLux
3.27E+12,Sugary snacks,Chocolate products,France,FrBeNeLux
3.27E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.27E+12,Fat and sauces,Fats,France,FrBeNeLux
3.27E+12,Composite foods,One-dish meals,France,FrBeNeLux
3.27E+12,Milk and dairy products,Cheese,France,FrBeNeLux
3.27E+12,Milk and dairy products,Milk and yogurt,France,FrBeNeLux
3.27E+12,Beverages,Non-sugared beverages,Switzerland,Germans
