additives_n,energy_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
0,189.89,1,0.1281,7.11,0,0.39,1.17,0.12,0.047244094
0,3700,100,12,0,0,0,0,0,0
0,1250,0.5,0.1,49,3,,15,0.16,0.062992126
0,2090,26,8.1,53,3,3.1,12,1.778,0.7
0,1932,25,9.3,47,3,7,12,1.524,0.6
1,1997,20,12,65,25,5,6.6,0.0508,0.02
1,1720,2.6,0.3,85.6,1,2,9,2.286,0.9
1,1901,12.6,7,75,18,3,8,1.524,0.6
2,1549,2,0.6,80,3,3.7,5,4.064,1.6
1,1720,2.6,0.3,85.6,1,2,9,2.286,0.9
1,1997,20,12,65,25,5,6.6,0.0508,0.02
1,1720,2.6,0.3,85.6,1,2,9,2.32918,0.917
1,1720,2.6,0.3,85.6,1,2,9,2.328164,0.9166
5,2017,17,1.9,73,0.8,1.6,7.9,1.058164,0.4166
3,2014,17,1.9,73,0.8,1.6,7.7,1.27,0.5
0,114.29,0.16,0.1,4.88,1.09,1.2,0.93,0.4295902,0.16913
0,106.73,0.19,0.1,4.16,1.66,1.2,1.14,0.3131312,0.12328
0,97.1,0.19,0.1,4.16,1.66,1.2,1.14,0.03048,0.012
0,3700,100,15,0,0,,0,0,0
2,1292,3,1,42,21,35,11,0.2032,0.08
2,949,0.4,,53,,,4.3,,
5,6.8,0.05,,0.4,0.4,,0.1,,
5,5,0.2,,0.3,,,0.1,,
3,893,20,,3,,,6,,
1,32,0.6,0.3,0.4,0,,0.1,0.89916,0.354
4,1881,38,14,4.6,2.7,,24,3.9878,1.57
0,152,2.1,0.3,0.7,0.5,0.2,3.6,0.05,0.019685039
0,160,0.9,0.2,6,4.5,0.5,1.3,0.1016,0.04
0,238,1,0.1,11.5,8.3,0.2,0.3,0.07,0.027559055
1,242,2.2,0.2,8.6,8.4,0.1,0.8,0.0508,0.02
4,730.62,16.43,,4.78,,,1.23,,
5,1893,11.2,0.9,79.2,0,,7.8,1.8,0.708661417
1,272,2.1,0.5,9.6,7,0.3,1.6,0.9525,0.375
1,299,4.1,0.8,6.6,5.4,0.4,1.9,1.27,0.5
0,1375.1,2.2,0.2,68,39.2,6.5,5.04,0.0508,0.02
0,1466.6,7.3,1.4,60,0.6,4,8.5,1.016,0.4
0,1523,2.2,0.15,74.6,2.5,6,7.4,0.01058164,0.004166
0,165,2,,2.9,,,1.3,,
0,180,2.3,,3.1,,,0.9,,
0,96,0.24,0,3.6,3.6,1.35,,0,0
0,2276,35.7,11.7,50.6,,,5.18,1.10109,0.4335
0,1573,0.4,,87.9,,,5.1,,
0,1351,27.7,13.7,5.6,3.5,2.4,12.5,48.514,19.1
0,1425,1.7,,71,,3.7,9.1,,
1,2052,24.2,14.6,58.4,24.8,6.6,6.4,0.2328164,0.09166
0,1856.95,18.06,10.04,64.53,22.09,3.14,5.95,0.0100076,0.00394
10,1643,19,2.19,53.6,22.5,1.8,4.6,0.44958,0.177
0,434,1.9,,9,,,1.4,,
0,1410,8.1,0.02,47.1,0.5,,18.2,0.109982,0.0433
0,94,0.8,,2.67,,,2.65,,
0,143,0.8,,1.8,,,4.9,,
0,177,2.2,0.3,1.6,0.7,0.5,3.8,0.0254,0.01
,758.8,9.2,,1.5,,,23,,
0,104.5,0.2,,5.1,,1.27,1.4,20.828,8.2
0,347,4.5,0.7,9.2,7.9,0.8,1.3,0.762,0.3
1,169,0.7,0.1,7.9,2.1,0.5,0.5,0.6,0.236220472
0,343,4.4,0.6,9.2,7.4,1,1.3,0.762,0.3
0,341,4.4,0.5,9.2,7.4,1,1.3,0.762,0.3
2,1002,0.1,0,58.7,48.5,1.2,0.7,0,0
1,589,11.4,2.1,8,6.4,0.6,0.8,0.762,0.3
2,575,15,2.6,0,0,,0.5,2.645664,1.0416
,40,1,,1.3,,1.8,0.9,,
8,519,4.6,0.5,16.6,13.3,,3.4,0.1,0.039370079
0,,,,,,,,0.0508,0.02
0,1229,1.7,,42,,,26.9,,
0,2604,50,11,23,11,8,23,0.7493,0.295
1,105.8,0.5,,4.2,,,1,,
0,200.9,0.7,,7.2,,,3,,
0,211.5,2.3,0.3,5.9,1.4,,1.1,0.740664,0.2916
0,174.7,2.3,0.3,4.2,0.6,,0.5,0.7,0.275590551
1,66,4.4,0.8,7.3,6.9,,0.6,0.9525,0.375
0,288.2,2.8,0.4,7.8,0.5,,2.4,0.8,0.31496063
0,161.5,1.6,0.3,4.7,0.5,,1,0.8,0.31496063
0,1310,6,4.1,57,57,,7,0.4,0.157480315
0,138,,,,,,,,
3,,19,8,40,14,2,3,0.127,0.05
3,,19,11,27,16,2,5,0.1651,0.065
0,166,0.6,0.2,0.1,,,16,0.254,0.1
0,137.1,0.4,,5.7,,,1.6,,
0,80,0.1,,3.1,,,1.4,,
5,1619.1,36.16,,2.19,,,14.35,,
6,340.4,0.1,0,17.8,17.7,3.9,0.3,0,0
0,52,0.1,,2.2,,,1.1,,
0,68,0.5,0.1,1.9,1,1.4,,0.105664,0.0416
6,865,19.3,4,6.1,4.5,1.6,2,1.27,0.5
0,98,0.2,0.04,3.5,2.8,1.8,1,0.01524,0.006
4,725,15.6,5,6.4,2.7,1.9,1.4,1.375664,0.5416
2,150,0.3,0,6.4,4.4,1.8,1,1.48082,0.583
0,391,2.5,,17.2,,,0.54,,
0,391,2.5,,17.2,,,0.54,,
1,280,0.1,,16.4,,,0.1,,
1,244,0.01,,14.17,,,0.4,,
3,221,0.25,,12.25,,,0.25,,
4,1084,0.2,0.1,64,59,3,3,0.3,0.118110236
0,208,0.25,,,4.75,2.75,,0.3175,0.125
0,68.9,0.47,0.04,14.1,9.8,2.5,2,0.0762,0.03
0,117.2,0.5,0.1,4,0.2,3,2.3,0.1,0.039370079
0,788,0.6,0.01,45,30,3,9.5,0.0249936,0.00984
2,1461,0.5,0.1,80,60,,5.4,0.01,0.003937008
0,2397,50,7,24,0,12,18,0.0529082,0.02083
0,170,0.9,0.15,5.9,0.5,1.7,1.3,0.89916,0.354
0,112,,,4,,3.5,2,,
2,648,5.4,0.87,0.1,0.09,7,14,0.2032,0.08
1,908,6.52,0.93,30.97,4.88,4.37,8,1.6002,0.63
1,648,8.4,,0.1,,,14,,
1,689,8.82,,0.1,,,15.8,,
0,1528,2.5,,76,,2.7,7.2,0.03048,0.012
0,1402,3.4,0.74,61.5,0.9,10,13.3,2.54,1
0,649,8.5,1.5,2.7,2,0.4,16.9,1.27,0.5
1,171,11,1.2,12,2.2,1.3,6.3,1.25,0.492125984
0,483.6,1.4,0.3,0,0,0,25.4,1.27,0.5
0,272,0,,12,,3,3,1.2446,0.49
0,83,0,0,4.5,3.3,0.7,1.1,0,0
0,289,3.2,0.6,8.6,7.6,0.9,2.4,1.524,0.6
0,332,0.4,0.2,19,0,10.5,5.1,1,0.393700787
0,0.013,0.2,,4,,0.7,1.2,,
0,60,3.1,0.9,5.9,1.5,,2.5,2.1,0.826771654
8,452,2.8,,5.5,,,15.2,,
2,2083,26,2,52.8,43.1,5.5,10.5,0,0
1,53.55,0.1,0.01,2.5,2,0.08,0.44,0.004,0.001574803
0,876,8.6,1.1,29.3,0.8,5.7,3.7,1.27,0.5
1,702,10.7,2.1,0.1,0,4.3,16,1.016,0.4
1,1856,18.1,,64.5,,,6,,
1,553,7.4,1.6,1.5,0.5,4.3,12.9,1.016,0.4
0,908,14.8,1.6,14.9,1.1,5.1,3.9,1.27,0.5
1,662,10.1,2.2,0.1,0.1,0.7,16.6,0.0508,0.02
1,582,7.6,1.7,4.86,0.1,0.8,12.6,1.016,0.4
1,812,7.8,1.8,19.9,0.8,1.8,10.1,1.016,0.4
1,591,9.6,2,1.2,0.1,1.1,12.1,0.762,0.3
0,899,11.3,1.5,7.6,0.7,1.8,20.7,1.524,0.6
0,184,1.9,0.4,5.9,4.1,0.8,0.8,0.127,0.05
1,203,3.3,3,4.6,3.2,0.1,0.1,0.04,0.015748031
0,1937,15.2,1.5,68,11.5,1.3,13,0.39878,0.157
0,1916,15.5,1.3,65.6,7.4,1.4,12.7,0.199898,0.0787
0,209,2.2,0.6,6.3,3.6,0.4,1.1,0.127,0.05
0,233,2.9,0.6,6.8,5.1,0.4,0.6,0.254,0.1
0,193,2.8,0.7,3.7,2.5,0.6,1.5,0.508,0.2
0,192,2.1,0.2,5.4,3.8,0.8,0.9,0.25,0.098425197
0,192,2.1,,5.4,,,0.9,,
3,357,8,,1.7,,,0.6,,
1,186,2.4,0.5,5.3,4.5,1,0.4,0.0508,0.02
0,134,0.5,,4,,0.5,3,0.0127,0.005
0,142,0.58,,,,2.35,3.5,0.0149352,0.00588
4,197,0.12,,12,,,0.94,,
0,117.2,0.5,0.1,4,0.2,3,2.3,0.1,0.039370079
0,158,0.5,,6,,,2.5,,
4,458,11.5,1.8,0.1,0.1,,0.7,,
0,422,1.2,0.1,18.7,13.7,4,1.7,0.0105664,0.00416
0,,,,,,,,0.00472,0.00186
0,483,1.1,0.4,0,0,0,26,1.2,0.472440945
0,1372,2.7,0.8,70,,7.72,8,0.03302,0.013
0,2406,31,13.17,0.1,,0.2,64.9,4.826,1.9
0,2403,51.8,,12,,,26.5,,
0,1731,20,,22,,,39,,
0,1495,1,,32.1,,30,27.5,1.524,0.6
5,566,14,2.5,3,0,,1.3,2.3,0.905511811
8,84,1.3,0.3,2.8,0.4,,0.7,2.9,1.141732283
0,915,16,1.6,4,0,,15,1,0.393700787
0,915,16,1.6,4,0,,15,1,0.393700787
0,915,16,,4,,,15,,
0,821,13,0,5,0,,15,1,0.393700787
1,1908,22,,53,,,12,,
0,87,0.1,,4.2,,,0.7,,
0,484,2.1,,20.6,,1,3.3,,
0,484,2.1,,20.6,,1,3.3,,
0,96,0.2,,4.3,,,0.9,,
0,283.1,0.3,,11,,,5,,
0,,,,,,,,0.00472,0.00186
2,824,0,,48,48,,0.5,,
4,375,0.2,,20.4,,,1.2,,
2,154,0.4,,6.6,,,1.6,,
1,180,0.4,,6.7,,,3,,
1,2313,32,,58,,,7,,
0,1438,1.5,0.3,77.4,52.1,3.4,2.3,0,0
1,2521,43,24,46,24,0,8.7,0,0
0,48.6,0.3,,1,,,1.2,,
0,250,2.2,,8.7,,,1.2,,
1,723,16.4,,0,,,1.2,,
1,1212.2,0.4,,70,,,2.3,,
0,1817,13.4,,71.2,,,6.5,,
0,2229,36.9,,44.1,,,6.7,,
1,94,0.1,,4.5,,,0.8,,
0,140,0.2,,5.9,,,1.9,,
0,343,0.3,,14.3,,,5.2,,
0,143,0.2,,6.5,,,1.5,,
0,180,0,0,10,10,,0.6,0.0105664,0.00416
0,197,0,,11.3,,,0.3,,
1,1989,22,,57,,,10,,
0,309,0.5,0,10.9,3.6,4.4,4.1,0.762,0.3
0,336,1.9,0.3,11,8.5,3.2,3.1,0.127,0.05
3,465,2.5,0.5,12,0.5,7.8,6.3,0.33,0.12992126
2,342,0.5,0,11,0.7,5.1,6.3,0.89916,0.354
0,1902,15.7,2.1,72.4,19,0.5,6,0.84582,0.333
0,1960,18.7,2.8,63.7,17.1,0.5,11.4,0.762,0.3
0,1981,19.5,2.9,67.4,17.9,0.5,6.8,0.7112,0.28
0,2140,26.2,3.9,61.9,17.1,0,7.1,0.41148,0.162
0,142,,,4.8,,1.5,4.8,,
0,142,,,4.8,,1.5,4.8,,
4,1712,44,5.2,4.8,1.5,0.1,0.2,0.7874,0.31
2,1934,19,12,67,64,3.9,3.6,,
0,442,0.8,0.1,20.1,3.4,2.4,3,0,0
0,111,0,0,3,0,2.3,2.5,0.254,0.1
1,2226,32,21,52,41,8,5.5,0.03,0.011811024
1,164,0.5,0,6.3,6.1,2,1.3,0.508,0.2
,383,1.4,1,16,15.3,,3.4,0.127,0.05
0,63,0,0,0,0,3.4,2.1,0.254,0.1
0,79,,,2,2,1.9,1.3,,
0,88,0,0,0.7,0,3.5,2.8,0,0
2,1633,4.9,,77,,,9.5,,
2,825,0,,48,,,0.5,,
0,134,2,0.3,2.7,2.5,0.8,0.8,0.762,0.3
0,201,,,11,11,,0.5,,
1,30,,,1.2,0.6,1.2,,0.88,0.346456693
1,2409,43,28,35,26,9.2,8.8,0.02,0.007874016
1,145,2.3,,2.1,,1.9,,1,0.393700787
0,199,,,12,11,,,,
1,2348,39,20,40,35,9,9,0.03,0.011811024
0,353,2.5,0.4,11,0.6,1.5,3.5,0.846582,0.3333
0,302,1.9,0.6,9.4,,1.7,3.4,0.846582,0.3333
0,366,3.2,0.6,10,,2.3,3.2,0.9525,0.375
0,1979,20,9,64.5,1.5,4,6.6,1.016,0.4
0,206,0.1,,11,,,0.9,,
1,2228,37,23,34,28,14,10,0.03,0.011811024
0,2296,35.8,3.8,48.8,0.9,3.5,6.7,1.524,0.6
3,1576,10,0.5,66,60,2,4,0.0508,0.02
0,75,0,0,2.9,1.1,1.1,1,0,0
0,181,0.7,0.1,3.1,0,3.9,4.2,0.254,0.1
0,64,,0.1,2.3,1.3,0.7,0.7,1.778,0.7
0,71,0,0,0.5,0,2.8,2.3,0.254,0.1
1,65,0.1,0,2.7,2.4,0.7,0.7,1.016,0.4
0,269,0.3,0.1,13,3.2,1.8,2.2,0.0254,0.01
2,1514,0.1,,88.6,,,0.2,,
1,773,0.3,0.1,34.6,34.6,16.1,2.6,0.0254,0.01
0,89,0,0,1.8,0,2.4,2.3,0,0
0,28.1,0.3,,0.9,,,0.1,,
0,119,0.5,0,3.9,1,2.3,1,0,0
0,68,,,2,1,1.4,1,,
4,212,1.7,0.3,5.9,4.1,2.5,1.8,0.508,0.2
0,146,2.3,,2.9,,,0.7,,
0,160,2,0.3,1.2,0.6,0.6,3.6,0.05,0.019685039
2,194,2,0.3,3.2,2.6,0.6,3.6,0.058,0.022834646
3,332,1.8,0.3,12,11,0.6,3.3,0.15,0.059055118
0,164,0.2,,8.8,,,0.4,,
0,179,0,0,10.4,10.4,0.1,0.1,0,0
2,381,0.5,0,12.9,0.5,4.5,6.3,0,0
0,1583,2.6,0.34,77.2,3.15,4.8,8,0.4826,0.19
3,190,1.8,0.3,3.8,3.7,0.5,3.2,0.1016,0.04
1,745,0.5,0.2,42.1,38.7,0.6,0.9,0,0
1,756,0.5,0.2,42.1,38.7,0.6,0.9,0,0
1,836,0.3,0.1,47,45.7,0.9,1.1,0,0
0,2472,48,30,26,21,12,9.3,0,0
6,326,1.7,0.3,12.2,8.6,0.2,3.2,0.0508,0.02
7,337,1.7,0.3,12.8,9.2,0.2,3.2,0.0508,0.02
0,207,1.9,0.3,4.3,3.1,,3.5,0.1,0.039370079
0,412,0.5,0.1,18.8,5.4,2.7,3.1,0.762,0.3
0,1374,22,2.6,15,2.9,6.3,14,6.858,2.7
1,2084,23.5,12.7,64.2,23.6,2.8,6.1,1.524,0.6
1,1722,2,0.3,87,1,2,9,0.804164,0.3166
4,263,1.8,0.4,8.1,7.6,0.8,3.1,0.127,0.05
0,1910,31,6.4,10,1.8,24,23,11.176,4.4
0,281,2.9,0.2,4.8,2.7,2.7,4.1,1.778,0.7
0,2320,38.3,5.7,44.8,0.7,2.2,7.3,1.016,0.4
0,261,2.7,0.4,7.7,5.3,1.2,1.2,1.27,0.5
1,300,4,0.4,7,4.9,1.2,1.4,1.19888,0.472
1,175,0.2,,7.2,6.2,0.8,2.3,1.016,0.4
1,1976,19,11,67,29,4,6,0.0254,0.01
,433,1.9,1,17.9,15.6,0.34,3.3,0.127,0.05
5,2173,26,18,65,37,2.6,5,1,0.393700787
2,825,0,,48,,,0.5,,
1,1857,11.7,1.9,75.6,2.9,2.1,7.2,2.54,1
0,78,0,0,1,0,2.7,2.3,,
0,88,,,3.7,0.9,0.8,1,,
0,98,0.5,0.1,1.4,1.1,3.6,1.7,0.254,0.1
0,2268,36.9,4.7,44.1,0,4.9,6.7,1.27,0.5
0,140,2,0.3,2.7,2.5,0.8,0.8,0.762,0.3
0,140,2,0.3,2.7,2.5,0.8,0.8,0.762,0.3
0,3697,100,14,0,0,,0,0,0
0,2209,26,16,64,2.2,5.4,6.8,1.524,0.6
4,1273,26.8,3.4,7.2,0.3,7.8,5.6,0.4,0.157480315
4,1192,26.3,3.3,6.6,0.5,7.2,6.3,1.016,0.4
5,1192,26.4,3.3,6.6,0.5,7,6.2,1.016,0.4
4,1192,26.3,3.3,6.6,0.5,7.2,6.3,1,0.393700787
5,1192,26.3,3.3,6.6,0.5,7.2,6.3,1.016,0.4
4,1143,25,3.1,6.8,0.5,7,6,1.016,0.4
,167,2.5,1.5,8,8,,3,0.5,0.196850394
3,250,1.5,0.9,9,9,,2.5,0.15,0.059055118
0,21.8,0.14,,0.7,,0.17,0.19,,
0,2300,36.2,,50.3,,,6.4,,
1,645,16.5,,0.1,,,0.5,,
0,128,0.55,,4.2,,,2.12,,
2,155,0.5,,5.9,,,0.5,,
4,127,0.1,,5.8,,,0.8,,
2,339.7,0.5,0.5,11.7,0.57,6.1,5.3,0.5715,0.225
0,26,0.2,,0.9,,,0.2,,
0,1446.72,1.99,,57.56,,,23.21,,
0,2318,38.5,,46.5,,,5.5,,
3,127,0.1,,5.8,,,0.8,,
2,80.16,0.07,,2,,,2.58,,
0,130.96,0.19,,6.44,,,0.85,,
0,2171,32,2.86,34.5,3.26,3.69,5.2,0.02286,0.009
2,824,0,,48.5,,,0.5,,
0,139,0.5,0,7.2,6.8,,0.6,0,0
0,198,0.5,0,10,9.7,0.9,0.6,0,0
1,163,0.4,0,6.5,0.1,0.8,2.2,0.6604,0.26
0,2700,61.8,10.7,18,3.6,2.9,26.7,0.762,0.3
1,636.21,8.92,1.37,8.19,1.3,9.43,9.84,1.3716,0.54
1,580.53,7.29,1.09,6.95,0.96,6.12,11.34,1.651,0.65
10,1343.9,13.1,5.7,47.2,3.7,2.3,2.1,1.0414,0.41
2,870,12.3,1.89,10.8,1.3,3.6,11.9,0.465582,0.1833
2,392.2,8.1,0.7,5.5,2.3,1.8,0.61,0.254,0.1
1,210,2,0.3,4,3.2,0.4,3.6,0.1016,0.04
4,1870,12,3.6,76.4,32,1,7,0.2032,0.08
0,1507,13.1,1,23.4,2.3,31.1,22.1,0.0762,0.03
1,199,1.9,0.3,4.4,4,0.3,3.2,0.127,0.05
1,282,0.83,0.1,14.4,10.7,0.12,0.69,0.095504,0.0376
0,90.13,0,0,0.25,0,4.23,3,0.0762,0.03
0,220.5,0.5,0,8.5,5,3,2,0.1016,0.04
0,225.03,0,0,9.97,0.83,2.03,2.41,0.0508,0.02
0,135.15,0.7,0,5.7,0,0,0.8,0.0254,0.01
0,134.06,0,0,5.2,0,1.8,1.9,0.2286,0.09
0,129.77,0,0,7.9,5.5,7.2,1.8,0.0127,0.005
0,101.64,0,0,3.2,1.4,2.1,1.8,0.0254,0.01
0,86,0.16,0.02,3.02,2.57,1.53,0.96,0.0508,0.02
0,64,0.14,0.02,1.97,1.97,1.2,0.9,0.0254,0.01
0,77,0.26,0.07,1.44,0.33,2.3,1.45,0.0508,0.02
0,88,0.4,0.15,1.2,0.13,2.4,2,0,0
0,74,0.39,0.11,0.67,0.15,1.82,1.96,0.381,0.15
0,148.76,0,0,6.2,0,2.33,1.49,0.01524,0.006
0,270.9,0.5,0,11,5,3,2.5,0.0889,0.035
0,321.3,0.5,0,15,5,2,2,0.0762,0.03
3,998,0,0,56.7,51.9,3.5,0.4,0.508,0.2
2,1937,27.2,2.4,40.3,34.2,7.7,10.6,0.0508,0.02
0,393,0.6,0,16.9,4.4,,5.1,0.3915664,0.15416
0,2224,37,5.6,43,0.5,,6,1.3,0.511811024
0,2390,37,5.7,51,0.5,,7,1.00076,0.394
1,2252,38,24,32,27,,11,0.09,0.035433071
1,2229,33,21,51,48,,6,0.08,0.031496063
1,2293,36,17,46,44,,8,0.06,0.023622047
0,1455,2.5,0.5,70.3,0,4.1,7.8,0.052832,0.0208
0,2499,49.8,5.2,15.1,2.7,,19.3,0.296164,0.1166
0,29,0.1,0,1.3,0,,0.4,0.6879082,0.27083
0,185,3,0.7,3,2.7,1.4,0.7,0.7,0.275590551
1,391,4.8,0.8,9.4,7,,1.9,1.2,0.472440945
0,1090,0,,53,,18,11.4,,
0,1425,2,,52.1,,9.2,18.5,,
1,1521,30,21,,,,23,2,0.787401575
7,424,3.8,2.5,13.6,11.2,0.7,1.3,0.059944,0.0236
5,118,0,0,6.6,6.6,,0,0,0
5,119,0,0,6.9,6.8,,0,0.01,0.003937008
2,164,0,0,9.3,8.9,,0.1,0,0
1,290,1,0.6,12,12,0,2.9,0.109982,0.0433
1,309,1.1,0.76,12.7,12.5,0,3.1,0.127,0.05
8,317,1.2,0.8,11.4,10,2,3.6,0.2032,0.08
5,135,0.1,0.06,4.5,4.2,0.04,3.2,0.199898,0.0787
0,76,0,0,3.2,3.1,0.95,1,0,0
0,88,0.3,0.1,2.8,2.8,2,0.8,0,0
,406,1.9,0.2,14.5,0.7,1.8,5.4,0.29972,0.118
0,186,0.1,0,9.8,9.8,,0.5,0.002,0.000787402
0,446,1.18,0.182,19.02,3.22,2.7,3.22,0.0381,0.015
0,1289,11,,14,,,23.5,,
0,238,0.5,,13,13,,0.5,0.01,0.003937008
1,333,3.9,0.4,9.8,4.4,0,1.3,0.889,0.35
1,76,0.07,,2,,,2.58,,
2,204,0.41,,,0.1,,2.38,0.6604,0.26
11,1291,11.3,5.5,46.9,7.6,6,1.4,1.6256,0.64
5,668,13.7,,7.4,,,1.7,,
2,1755,35,21.3,,,,29,5.842,2.3
4,906,3.8,1.8,38,2.5,6.8,3.8,1.016,0.4
1,987,3,0.5,45.1,3.3,6.4,3.4,1.524,0.6
2,1719,6.2,3.4,83,5.2,5.2,2.2,1.693164,0.6666
1,967,2.5,0.4,45.3,3,6.3,3.2,1.016,0.4
0,57,0.3,,1.3,,,1.4,,
2,277,0.1,0.1,16.12,12.91,,0.15,0,0
4,870,22.6,,0,,,1.2,,
1,598,8.39,,0.3,,,16.45,,
0,1590,6.2,,54.7,,5.1,14.4,,
0,1301,1.8,,57.8,,11,10,0.01524,0.006
0,1197,1.8,,57,,11,11,0.03048,0.012
0,1561,1.3,,81.6,,3.6,8.7,,
0,1464,5.7,,59.8,,5.1,14.2,,
2,247,0,0,14.2,14.2,0.5,0.3,0.0254,0.01
2,181,1.7,0.3,3.7,3,0.3,3.1,0.105664,0.0416
2,181,1.7,0.3,3.7,3,0.3,3.1,0.1,0.039370079
3,164,0.3,0.04,8.5,8.5,0.2,0.5,0.0254,0.01
0,1297,0.1,,78,,,0.1,,
1,723,0.1,,41.5,,,0.8,,
0,3287.5,52.5,,82.5,,0.1,8.5,5.461,2.15
0,1348,35,5.3,0.9,0,2.6,1.8,3.3,1.299212598
0,166,0,,9.2,,,0.5,,
0,243,0.01,0,16.71,12.32,2.93,0.96,0,0
2,1401.9,21.9,6.3,0.5,0.5,0.1,30,5.7,2.244094488
2,1262.6,19.1,5.5,0.2,0.2,0.1,30,5.2,2.047244094
0,134.4,0.5,0.26,5.6,3.5,2.4,1.2,2.54,1
0,147,0.5,0.1,3.5,2.9,4.3,4,0.02286,0.009
0,147,0.5,0.1,3.5,2.9,4.3,4,0.02286,0.009
0,142.8,0.3,0.05,7,6.8,2.6,0.8,0.1778,0.07
0,98.7,0.35,0.06,2.35,2.15,2.7,2.7,6.88E-05,2.71E-05
0,104.16,0.28,0.03,4.37,4.21,2.56,1.19,0.1225,0.048228346
2,632,13.4,,3.2,,,4.4,,
1,286,0.96,0.36,1.69,1.69,1.24,13.22,1.3716,0.54
1,360,1,,2,,,9,,
2,399,5.8,,3.1,,,7.1,,
2,338,2.8,0.7,11,2.9,0.1,2.9,3.81,1.5
2,338,0.1,0,18.6,14.6,0.1,1.1,2.963164,1.1666
10,1279,27.5,,2.6,,,12.8,,
0,192,1.1,0.17,5.1,1.7,,3.8,0.68,0.267716535
2,512,7,,8,,,6,,
2,335,4,,7,,,4,,
4,354,2.91,,11,,,3.5,,
2,341,3,,9.5,,,4,,
2,323,3,,8.5,,,4,,
0,71,0.2,,2.7,1.7,1,0.5,2.286,0.9
0,3720,90,5,0,,,0,,
0,1669,0.5,0.5,98,97,,0.5,0.05,0.019685039
2,1612,0,,97,95,,0,0.084582,0.0333
0,1596,0,,95,95,,0,0.084582,0.0333
5,2155,26,14,62,33,0,6.7,0.3,0.118110236
5,2057,22,11,66,28,3.6,6.5,0.6096,0.24
0,2234,42.2,3.7,1.6,1.5,27.3,18.3,,
0,196,3.7,0.3,2.2,1.4,,0.6,0.8,0.31496063
0,943.5,1.3,0.1,39.8,22.2,8.2,9.1,3.8,1.496062992
1,1517,1.8,0.4,77,0.7,1.7,7.5,0.0508,0.02
1,1517,1.8,0.4,77,0.7,1.7,7.5,0.0508,0.02
1,1492,0.3,0.1,79,0.9,2.5,7,0.02794,0.011
3,1571.67,37.52,,9.58,,0,1.21,3.6322,1.43
0,2457,44,4.1,12.5,1.9,11.9,33,0.03,0.011811024
0,2140,42.2,4.9,4.2,0.1,20.5,20.2,0.05,0.019685039
0,2414,45.6,9.4,14.2,0.3,8.8,24.4,0.052832,0.0208
3,1109,18.8,,14.54,,,10.6,,
2,754,5.49,,19,,,7.79,,
2,108,3.9,,13.3,,,5.6,,
2,269,3.02,,2.95,,,5.82,,
2,308,3.6,,3.66,,,6.99,,
0,245.7,0.1,0.02,12.8,9.8,2.3,0.6,0.004,0.001574803
0,59.7,0.1,0.01,12.7,11.5,2.4,0.8,0.003,0.001181102
0,1396,5.8,,27,,,42.5,,
0,1524,1.1,0,78.1,0,1,8.5,0.0116078,0.00457
0,198,0.4,0.37,0.9,,,8.8,0.1,0.039370079
4,113,2,0.4,0,0.1,,0.8,2.5,0.984251969
0,178,1.6,0.2,6.1,1.3,0.9,0.5,0.7,0.275590551
0,502,4.7,0.5,12.4,0.6,3.3,5.4,0.8,0.31496063
0,561,4,0.5,16.9,2.4,2.8,6.2,0.7,0.275590551
0,204,2,0.3,6.2,2,1.2,0.9,0.7,0.275590551
2,2200,28.6,17.1,59.3,58.3,5.21,5.41,0.15,0.059055118
8,971,15.13,7.2,3.29,1.2,,20.88,4.25,1.673228346
7,1670,34.4,12.9,3.5,3.1,,20,3.3,1.299212598
4,1955,32.2,12.52,0.4,0.1,,27.1,3.8,1.496062992
6,1822,36.95,14.4,5.8,5,,21,3.8,1.496062992
9,1977,42.5,17,1.95,0.5,,20.7,2.95,1.161417323
9,1977,42.5,17,1.95,0.5,,20.7,2.95,1.161417323
6,1967,40.5,12.8,4,2.9,4,23.4,2.9,1.141732283
7,971,15.13,7.2,3.29,1.2,0,20.88,4.2,1.653543307
5,1680,36.6,13,5,4.5,2.01,14.3,3.9,1.535433071
9,1336.6,22.8,14.4,5.7,5,,23.3,3.8,1.496062992
10,971,15.13,7.2,3.29,1.2,,20.88,4.25,1.673228346
6,1891,38.5,14.07,2.2,1.1,0,25.25,3.02,1.188976378
6,1936,40.5,12.9,0.7,0.1,4,24.8,2.8,1.102362205
6,1736,30.1,11,14.2,13.1,4,22.3,2.9,1.141732283
8,1967,40.5,12.8,4,2.9,,23.4,2.9,1.141732283
10,1764,33.1,13.9,2.5,1.8,5,29,4.2,1.653543307
1,461,2.3,0.8,19.3,14.8,2.2,2.4,0.254,0.1
1,485,2.5,0.3,20.1,12.3,2,2,0.3,0.118110236
6,1812,35.14,12.91,5.55,0.6,,23.63,1.3,0.511811024
0,2224,34,4,51,0.6,,9,0.25,0.098425197
0,2247,37,4,46,0.3,,5,0.264414,0.1041
0,2247,37,4,46,0.3,,5,0.24892,0.098
0,,0.9,,45,,6,6,,
4,870,22.6,4.97,0,0,,1.2,4.3,1.692913386
0,1619,1.7,0.6,80,3.3,3.2,10,0.3,0.118110236
5,1897,36.7,,1.3,,,29.3,,
